路径ID,路径描述,间接效应均值,间接效应HDI下限,间接效应HDI上限,间接效应标准差,直接效应均值,直接效应HDI下限,直接效应HDI上限,直接效应标准差,总效应均值,总效应HDI下限,总效应HDI上限,总效应标准差,中介比例,中介比例百分比,主要影响类型,影响强度,间接效应方向,直接效应方向,中介类型,显著性概率,是否显著,正向效应概率,负向效应概率,结论
312,检验_红细胞分布宽度CV → 疾病_胆囊结石 → 检验_钙,-0.0121,-0.0358,0.0121,0.0129,0.1355,0.0359,0.2554,0.0584,0.1233,0.0155,0.2274,0.0567,-0.0857,-8.6,直接影响,强,负向中介,正向直接效应,弱中介,0.8415,否,0.1585,0.8415,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-8.6%。
313,检验_红细胞分布宽度CV → 疾病_胆囊结石 → 药物_盐酸二甲双胍片,0.0605,0.0248,0.0976,0.0199,0.0363,-0.0702,0.1549,0.0585,0.0968,-0.0078,0.2128,0.0585,-23.0104,-2301.0,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为-2301.0%。
314,检验_红细胞分布宽度CV → 疾病_胆囊结石 → 药物_甲钴胺片,0.0359,0.0069,0.0642,0.016,-0.0403,-0.1499,0.073,0.0595,-0.0044,-0.114,0.1011,0.0585,-0.0815,-8.2,直接影响,强,正向中介,负向直接效应,弱中介,0.998,是,0.998,0.002,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为-8.2%。
315,检验_红细胞分布宽度CV → 检验_血小板 → 药物_维生素C注射液,0.0264,0.0047,0.0535,0.0136,0.1882,0.0815,0.2981,0.0572,0.2145,0.1095,0.3206,0.0567,0.1322,13.2,直接影响,强,正向中介,正向直接效应,弱中介,0.9955,是,0.9955,0.0045,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为13.2%。
316,检验_红细胞分布宽度CV → 检验_血小板 → 检验_血小板比容,0.0573,0.0156,0.0974,0.0223,-0.0312,-0.1424,0.0676,0.0552,0.0261,-0.0792,0.1282,0.0576,-0.3004,-30.0,间接影响（中介效应）,强,正向中介,负向直接效应,部分中介,0.999,是,0.999,0.001,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为-30.0%。
317,检验_红细胞分布宽度CV → 检验_磷 → 药物_碳酸钙片,0.0284,0.0045,0.0548,0.0141,0.018,-0.1073,0.1181,0.0599,0.0464,-0.0734,0.1473,0.06,0.1103,11.0,间接影响（中介效应）,强,正向中介,正向直接效应,弱中介,0.9975,是,0.9975,0.0025,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为弱中介，中介比例为11.0%。
318,检验_红细胞分布宽度CV → 检验_镁 → 检验_碳酸氢盐,0.0514,0.0204,0.086,0.0181,0.0885,-0.0319,0.1962,0.06,0.1399,0.0208,0.239,0.0575,0.4947,49.5,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为49.5%。
319,药物_盐酸氨溴索注射液 → 药物_二羟丙茶碱注射液 → 药物_阿卡波糖片,0.3685,0.16,0.5813,0.1124,-0.0688,-0.3075,0.1618,0.1241,0.2998,0.2019,0.4093,0.0544,1.274,127.4,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,0.9995,是,0.9995,0.0005,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为127.4%。
320,药物_盐酸氨溴索注射液 → 药物_二羟丙茶碱注射液 → 药物_富马酸比索洛尔片,0.2174,-0.0132,0.4167,0.1131,-0.0669,-0.2879,0.1874,0.1263,0.1505,0.0412,0.268,0.0597,1.5894,158.9,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,0.9695,是,0.9695,0.0305,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为158.9%。
321,药物_盐酸氨溴索注射液 → 药物_二羟丙茶碱注射液 → 药物_酒石酸美托洛尔片,0.3038,0.0818,0.4938,0.1085,-0.0458,-0.2657,0.18,0.1204,0.258,0.1587,0.3628,0.0551,1.2387,123.9,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,0.996,是,0.996,0.004,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为123.9%。
322,药物_盐酸氨溴索注射液 → 药物_二羟丙茶碱注射液 → 药物_维生素C注射液,-0.7531,-0.9205,-0.5753,0.0914,1.2543,1.0714,1.4508,0.1011,0.5012,0.4112,0.5905,0.0485,-1.5181,-151.8,直接影响,强,负向中介,正向直接效应,完全中介,1.0,是,0.0,1.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-151.8%。
323,药物_盐酸氨溴索注射液 → 药物_肝素钠注射液 → 疾病_脑梗死,0.478,0.3243,0.6294,0.0812,-0.0451,-0.2273,0.1278,0.0936,0.4329,0.3312,0.5276,0.052,1.1195,112.0,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为112.0%。
324,药物_盐酸氨溴索注射液 → 药物_肝素钠注射液 → 药物_氯化钠注射液,0.1706,0.0248,0.3055,0.0741,0.386,0.2215,0.5574,0.089,0.5566,0.4727,0.6518,0.0473,0.309,30.9,直接影响,强,正向中介,正向直接效应,部分中介,0.9885,是,0.9885,0.0115,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为30.9%。
325,检验_转肽酶 → 疾病_恶性肿瘤维持性化学治疗 → 检验_尿酸,0.0549,0.0141,0.0935,0.0212,0.0766,-0.0377,0.1916,0.0614,0.1315,0.0218,0.2414,0.0593,0.5649,56.5,直接影响,强,正向中介,正向直接效应,部分中介,0.999,是,0.999,0.001,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为56.5%。
326,检验_转肽酶 → 检验_碱性磷酸酶 → 药物_盐酸吗啡注射液,0.1152,0.0569,0.179,0.0328,0.0917,-0.0296,0.2133,0.0652,0.2069,0.098,0.3074,0.0571,0.6341,63.4,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为63.4%。
327,检验_转肽酶 → 检验_碱性磷酸酶 → 药物_盐酸羟考酮缓释片,0.1797,0.1141,0.2396,0.0343,0.1323,0.0242,0.2407,0.0581,0.3121,0.2093,0.412,0.0544,0.5914,59.1,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为59.1%。
328,检验_转肽酶 → 检验_碱性磷酸酶 → 检验_尿酸,0.1091,0.052,0.1727,0.0326,0.0199,-0.1014,0.1412,0.0638,0.129,0.0099,0.2245,0.0579,1.2847,128.5,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为128.5%。
329,检验_转肽酶 → 检验_碱性磷酸酶 → 疾病_肝功能异常,0.1121,0.0567,0.1784,0.0324,0.0294,-0.0889,0.143,0.0626,0.1415,0.0309,0.2377,0.0561,1.0156,101.6,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为101.6%。
330,检验_转肽酶 → 药物_骨化三醇胶丸 → 疾病_类风湿性关节炎,-0.0085,-0.051,0.0317,0.0222,-0.054,-0.1639,0.0457,0.056,-0.0625,-0.1778,0.0498,0.06,0.1777,17.8,直接影响,强,负向中介,负向直接效应,弱中介,0.643,否,0.357,0.643,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为17.8%。
331,检验_转肽酶 → 药物_骨化三醇胶丸 → 药物_碳酸钙片,-0.0086,-0.0529,0.0366,0.0238,0.0725,-0.0211,0.171,0.0531,0.0639,-0.0438,0.1696,0.0581,0.2031,20.3,直接影响,强,负向中介,正向直接效应,部分中介,0.6455,否,0.3545,0.6455,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为20.3%。
332,检验_转肽酶 → 药物_骨化三醇胶丸 → 药物_酒石酸美托洛尔片,-0.0058,-0.0388,0.0265,0.0171,0.0261,-0.0762,0.1324,0.0565,0.0204,-0.094,0.1232,0.0589,-0.0614,-6.1,直接影响,强,负向中介,正向直接效应,弱中介,0.64,否,0.36,0.64,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-6.1%。
333,药物_二羟丙茶碱注射液 → 药物_阿卡波糖片 → 疾病_非毒性单个甲状腺结节,0.1259,0.0755,0.1863,0.0299,-0.1564,-0.2629,-0.0392,0.0598,-0.0305,-0.1467,0.0706,0.0581,9.7874,978.7,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为978.7%。
334,药物_二羟丙茶碱注射液 → 药物_阿卡波糖片 → 药物_精蛋白生物合成人胰岛素注射液,0.0874,0.0399,0.1346,0.0253,-0.1086,-0.2243,-0.0029,0.0592,-0.0212,-0.1307,0.0824,0.0558,0.1306,13.1,直接影响,强,正向中介,负向直接效应,弱中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为13.1%。
335,药物_二羟丙茶碱注射液 → 药物_阿卡波糖片 → 检验_谷草转氨酶,0.0556,0.014,0.1005,0.0239,0.0847,-0.0377,0.1931,0.0622,0.1403,0.0341,0.2512,0.057,0.3818,38.2,直接影响,强,正向中介,正向直接效应,部分中介,0.992,是,0.992,0.008,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为38.2%。
336,药物_二羟丙茶碱注射液 → 药物_阿卡波糖片 → 疾病_糖尿病性周围神经病,0.1652,0.1083,0.2275,0.032,-0.2297,-0.3345,-0.1195,0.0566,-0.0645,-0.1726,0.0459,0.0587,-9.4879,-948.8,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-948.8%。
337,药物_二羟丙茶碱注射液 → 药物_阿卡波糖片 → 疾病_泌尿系感染,0.0763,0.0351,0.1233,0.0235,0.1796,0.0659,0.2954,0.0612,0.2559,0.1529,0.3693,0.0578,0.315,31.5,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为31.5%。
338,药物_二羟丙茶碱注射液 → 药物_富马酸比索洛尔片 → 药物_硝苯地平缓释片,0.043,0.0133,0.0731,0.0163,0.1255,0.016,0.2342,0.0592,0.1686,0.062,0.2826,0.0589,0.2967,29.7,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为29.7%。
339,药物_二羟丙茶碱注射液 → 药物_富马酸比索洛尔片 → 疾病_心律失常,0.0325,0.0065,0.0616,0.0147,-0.0158,-0.1206,0.0976,0.0584,0.0167,-0.0926,0.1243,0.0586,-0.2053,-20.5,间接影响（中介效应）,强,正向中介,负向直接效应,部分中介,0.997,是,0.997,0.003,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为-20.5%。
340,药物_二羟丙茶碱注射液 → 药物_富马酸比索洛尔片 → 药物_甲钴胺片,0.0129,-0.0074,0.0372,0.0119,-0.0561,-0.1606,0.0644,0.0594,-0.0432,-0.1511,0.0645,0.0582,-0.0797,-8.0,直接影响,强,正向中介,负向直接效应,弱中介,0.885,否,0.885,0.115,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-8.0%。
341,药物_二羟丙茶碱注射液 → 药物_酒石酸美托洛尔片 → 药物_富马酸比索洛尔片,-0.0481,-0.0834,-0.0118,0.0194,0.2288,0.1151,0.3515,0.0624,0.1807,0.0699,0.299,0.0603,-0.3133,-31.3,直接影响,强,负向中介,正向直接效应,部分中介,0.998,是,0.002,0.998,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-31.3%。
342,药物_二羟丙茶碱注射液 → 药物_酒石酸美托洛尔片 → 药物_硝苯地平缓释片,0.0351,0.0014,0.0742,0.0193,0.1339,0.0139,0.2367,0.0603,0.169,0.0631,0.2785,0.0584,0.2525,25.3,直接影响,强,正向中介,正向直接效应,部分中介,0.9755,是,0.9755,0.0245,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为25.3%。
343,药物_二羟丙茶碱注射液 → 药物_维生素C注射液 → 药物_维生素B6注射液,0.225,0.1414,0.3055,0.0456,-0.0641,-0.1303,0.0022,0.0351,0.1608,0.0536,0.253,0.0553,1.5427,154.3,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为154.3%。
344,检验_总蛋白 → 检验_钙 → 检验_嗜碱性粒细胞比率,-0.0231,-0.0603,0.0095,0.0181,0.0181,-0.1013,0.1353,0.0624,-0.005,-0.1174,0.1073,0.059,-0.1096,-11.0,间接影响（中介效应）,强,负向中介,正向直接效应,弱中介,0.914,否,0.086,0.914,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-11.0%。
345,检验_总蛋白 → 检验_球蛋白 → 疾病_结肠息肉,0.0444,0.0074,0.0823,0.0199,-0.0809,-0.1912,0.0366,0.0611,-0.0365,-0.1522,0.0679,0.0592,1.9166,191.7,直接影响,强,正向中介,负向直接效应,完全中介,0.9905,是,0.9905,0.0095,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为191.7%。
346,疾病_动脉硬化 → 疾病_慢性胃炎 → 疾病_结肠息肉,0.0472,0.0171,0.0798,0.0175,0.0724,-0.0347,0.183,0.0574,0.1195,0.0035,0.2186,0.0569,0.3295,32.9,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为32.9%。
347,疾病_动脉硬化 → 疾病_高脂血症 → 药物_匹伐他汀钙片,0.1007,0.0538,0.1483,0.0262,0.0949,-0.0103,0.2082,0.0577,0.1957,0.097,0.2999,0.0557,0.5675,56.8,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为56.8%。
348,疾病_动脉硬化 → 疾病_高脂血症 → 药物_阿托伐他汀钙片,0.082,0.0401,0.1319,0.025,0.166,0.0651,0.2866,0.0591,0.248,0.1458,0.3544,0.0566,0.3485,34.8,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为34.8%。
349,疾病_动脉硬化 → 疾病_高脂血症 → 疾病_腔隙性脑梗死,0.052,0.0091,0.0956,0.0234,0.1436,0.0335,0.2622,0.0612,0.1956,0.0907,0.3084,0.0582,0.3128,31.3,直接影响,强,正向中介,正向直接效应,部分中介,0.995,是,0.995,0.005,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为31.3%。
350,疾病_动脉硬化 → 疾病_高脂血症 → 疾病_前列腺增生,0.0559,0.0125,0.1004,0.0238,0.0206,-0.1011,0.1323,0.0628,0.0765,-0.039,0.175,0.0581,-4.1783,-417.8,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,0.996,是,0.996,0.004,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为-417.8%。
351,检验_总胆红素 → 检验_直接胆红素 → 检验_总胆汁酸,0.1399,0.0665,0.2122,0.0388,0.0714,-0.0528,0.2015,0.0679,0.2112,0.1053,0.3202,0.0577,0.7306,73.1,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为73.1%。
352,检验_总胆红素 → 检验_直接胆红素 → 检验_碱性磷酸酶,0.1758,0.099,0.2449,0.039,0.0053,-0.1239,0.1299,0.067,0.1811,0.067,0.2804,0.0579,1.1115,111.1,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为111.1%。
353,检验_总胆红素 → 检验_直接胆红素 → 药物_盐酸羟考酮缓释片,0.1526,0.0803,0.2245,0.0381,0.1272,0.004,0.2428,0.064,0.2798,0.1738,0.3807,0.0544,0.5666,56.7,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为56.7%。
354,检验_总胆红素 → 检验_直接胆红素 → 疾病_泌尿系感染,-0.0504,-0.1162,0.0279,0.0381,-0.0317,-0.1594,0.1048,0.07,-0.082,-0.1902,0.0264,0.0578,0.1536,15.4,间接影响（中介效应）,强,负向中介,负向直接效应,弱中介,0.9025,否,0.0975,0.9025,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为15.4%。
355,疾病_尿毒症 → 检验_胆碱酯酶 → 检验_前白蛋白,0.3267,0.2422,0.4059,0.0439,-0.367,-0.4701,-0.2693,0.0533,-0.0402,-0.1471,0.0742,0.0584,28.5998,2860.0,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为2860.0%。
356,疾病_尿毒症 → 检验_谷丙转氨酶 → 检验_谷草转氨酶,0.1123,0.0526,0.1659,0.0303,0.2056,0.089,0.3175,0.0614,0.3178,0.2113,0.4175,0.0558,0.3637,36.4,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为36.4%。
357,疾病_尿毒症 → 检验_谷丙转氨酶 → 检验_谷草/谷丙,0.1166,0.0582,0.1767,0.0318,-0.0146,-0.132,0.0987,0.0621,0.102,-0.0064,0.2122,0.0571,1.3907,139.1,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为139.1%。
358,疾病_尿毒症 → 检验_谷丙转氨酶 → 疾病_肺恶性肿瘤,0.0934,0.0365,0.1528,0.0309,-0.1449,-0.2632,-0.0231,0.0635,-0.0515,-0.1522,0.0619,0.0583,-1.1407,-114.1,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-114.1%。
359,疾病_尿毒症 → 疾病_高血压 → 药物_阿司匹林肠溶片,-0.0693,-0.1104,-0.0336,0.0211,-0.029,-0.1274,0.0796,0.0571,-0.0983,-0.2106,0.008,0.0583,1.2277,122.8,间接影响（中介效应）,强,负向中介,负向直接效应,完全中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为122.8%。
360,疾病_尿毒症 → 疾病_高血压 → 药物_富马酸比索洛尔片,-0.0559,-0.0913,-0.0199,0.0197,-0.0166,-0.1215,0.1008,0.0589,-0.0725,-0.1904,0.0317,0.0589,0.8598,86.0,间接影响（中介效应）,强,负向中介,负向直接效应,完全中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为86.0%。
361,疾病_尿毒症 → 疾病_高血压 → 药物_硝苯地平控释片,-0.0529,-0.0866,-0.0182,0.0188,-0.0054,-0.1135,0.1108,0.0591,-0.0584,-0.1705,0.0529,0.0592,0.7395,73.9,间接影响（中介效应）,强,负向中介,负向直接效应,部分中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为73.9%。
362,疾病_尿毒症 → 疾病_高血压 → 疾病_肝功能异常,-0.0354,-0.0648,-0.0041,0.0166,-0.0135,-0.1232,0.093,0.0587,-0.0489,-0.1583,0.0546,0.0581,1.2134,121.3,间接影响（中介效应）,强,负向中介,负向直接效应,完全中介,0.9945,是,0.0055,0.9945,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为121.3%。
363,疾病_尿毒症 → 疾病_高血压 → 药物_厄贝沙坦氢氯噻嗪片,-0.0405,-0.0723,-0.0087,0.0169,-0.0006,-0.1133,0.1112,0.0606,-0.0412,-0.1511,0.072,0.0595,1.7228,172.3,间接影响（中介效应）,强,负向中介,负向直接效应,完全中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为172.3%。
364,疾病_尿毒症 → 疾病_高血压 → 疾病_糖尿病,-0.0585,-0.094,-0.0236,0.0193,-0.124,-0.2242,-0.0103,0.0572,-0.1824,-0.2944,-0.0783,0.0573,0.3949,39.5,直接影响,强,负向中介,负向直接效应,部分中介,1.0,是,0.0,1.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为39.5%。
365,疾病_尿毒症 → 疾病_高血压 → 疾病_反流性食管炎,-0.0014,-0.0281,0.0255,0.0143,-0.1055,-0.2212,0.0051,0.0611,-0.1069,-0.2206,0.0012,0.06,-0.0106,-1.1,直接影响,强,负向中介,负向直接效应,弱中介,0.543,否,0.457,0.543,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-1.1%。
366,疾病_尿毒症 → 疾病_高血压 → 疾病_动脉硬化,-0.0338,-0.0658,-0.0043,0.0164,-0.0604,-0.1789,0.05,0.0617,-0.0942,-0.2034,0.0245,0.061,0.576,57.6,直接影响,强,负向中介,负向直接效应,部分中介,0.989,是,0.011,0.989,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为57.6%。
367,疾病_尿毒症 → 疾病_高血压 → 疾病_脂肪肝,-0.0481,-0.0808,-0.0149,0.018,-0.0436,-0.1515,0.0704,0.0587,-0.0917,-0.2013,0.0159,0.058,0.5956,59.6,间接影响（中介效应）,强,负向中介,负向直接效应,部分中介,0.999,是,0.001,0.999,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为59.6%。
368,疾病_尿毒症 → 疾病_高血压 → 疾病_混合痔,0.0724,0.0349,0.1104,0.021,-0.1345,-0.2359,-0.0227,0.058,-0.0621,-0.1755,0.0426,0.0593,-2.3905,-239.0,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-239.0%。
369,疾病_尿毒症 → 疾病_高血压 → 检验_嗜酸性粒细胞数量,0.013,-0.0149,0.0402,0.015,-0.0806,-0.198,0.0268,0.0611,-0.0676,-0.17,0.0516,0.0601,-0.4389,-43.9,直接影响,强,正向中介,负向直接效应,部分中介,0.8175,否,0.8175,0.1825,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为-43.9%。
370,疾病_尿毒症 → 疾病_高血压 → 疾病_非毒性多个甲状腺结节,-0.0198,-0.0476,0.0072,0.0148,-0.045,-0.1621,0.0668,0.062,-0.0649,-0.1727,0.0488,0.0606,-0.2607,-26.1,直接影响,强,负向中介,负向直接效应,部分中介,0.919,否,0.081,0.919,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为-26.1%。
371,疾病_尿毒症 → 疾病_高血压 → 检验_红细胞压积,0.0032,-0.0246,0.0297,0.0142,0.1482,0.0332,0.2506,0.0579,0.1514,0.045,0.2567,0.0568,0.0374,3.7,直接影响,强,正向中介,正向直接效应,弱中介,0.588,否,0.588,0.412,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为3.7%。
372,疾病_尿毒症 → 疾病_高血压 → 药物_贞芪扶正,0.0217,-0.0053,0.051,0.0152,-0.0799,-0.1996,0.0308,0.062,-0.0582,-0.1675,0.0606,0.0609,0.0823,8.2,直接影响,强,正向中介,负向直接效应,弱中介,0.9415,否,0.9415,0.0585,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为8.2%。
373,疾病_尿毒症 → 疾病_高血压 → 检验_谷丙转氨酶,-0.0392,-0.0696,-0.0125,0.0159,0.486,0.3874,0.5787,0.0522,0.4468,0.3484,0.5397,0.0517,-0.0895,-8.9,直接影响,强,负向中介,正向直接效应,弱中介,0.998,是,0.002,0.998,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为-8.9%。
374,疾病_尿毒症 → 疾病_高血压 → 药物_盐酸二甲双胍片,-0.0437,-0.0776,-0.0138,0.0175,-0.0119,-0.1207,0.1038,0.0598,-0.0556,-0.161,0.058,0.0586,3.5219,352.2,间接影响（中介效应）,强,负向中介,负向直接效应,完全中介,0.9985,是,0.0015,0.9985,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为352.2%。
375,疾病_尿毒症 → 疾病_高血压 → 疾病_前列腺增生,-0.0271,-0.0564,0.0004,0.0153,-0.0384,-0.1557,0.0691,0.061,-0.0655,-0.1731,0.0465,0.0598,-0.4228,-42.3,直接影响,强,负向中介,负向直接效应,部分中介,0.9745,是,0.0255,0.9745,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-42.3%。
376,疾病_尿毒症 → 疾病_高血压 → 疾病_陈旧性脑梗死,-0.0542,-0.0883,-0.0195,0.0189,0.0006,-0.1074,0.1167,0.0591,-0.0536,-0.1658,0.0574,0.0592,0.1933,19.3,间接影响（中介效应）,强,负向中介,正向直接效应,弱中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为弱中介，中介比例为19.3%。
377,疾病_尿毒症 → 疾病_高血压 → 检验_血小板比容,0.052,0.0218,0.0871,0.0179,-0.0791,-0.1929,0.0327,0.0608,-0.0272,-0.1401,0.0894,0.0609,-0.4644,-46.4,直接影响,强,正向中介,负向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-46.4%。
378,疾病_尿毒症 → 疾病_高血压 → 药物_苯磺酸氨氯地平片,-0.0569,-0.0929,-0.0208,0.0197,-0.0007,-0.1079,0.1131,0.0585,-0.0577,-0.1689,0.0523,0.059,0.857,85.7,间接影响（中介效应）,强,负向中介,负向直接效应,完全中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为85.7%。
